"player_name","name_in_home_country","date_of_birth","place_of_birth","age","height","citizenship","position","foot","player_agent","current_club","joined","contract_expires","date_of_last_contract_extension","outfitter","instagram","player_valuation","max_player_valuation","max_player_valuation_date","URL","contract_option","na","on_loan_from","contract_there_expires","twitter","facebook","x2nd_club","full_name","website","x3nd_club","date_of_death"
"Levente V�g�","V�g� Levente Martin","1992-09-15","Szeged","30",1.79,"Hungary","midfield - Defensive Midfield","right",NA,"Kecskem�ti TE","2019-07-01","2023-06-30","2022-06-21",NA,NA,NA,NA,"2022-10-11","https://www.transfermarkt.com/levente-vago/profil/spieler/164659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mykhaylo Meskhi","<U+041C><U+0435><U+0441><U+0445><U+0456> <U+041C><U+0438><U+0445><U+0430><U+0439><U+043B><U+043E> <U+041C><U+0430><U+043C><U+0443><U+043A><U+043E><U+0432><U+0438><U+0447>","1997-02-26","Donetsk","25",1.87,"Ukraine","midfield - Defensive Midfield","right","ProStar","Kecskem�ti TE","2022-07-22",NA,NA,NA,NA,NA,NA,"2019-08-07","https://www.transfermarkt.com/mykhaylo-meskhi/profil/spieler/476770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Soma Szuhodovszki",NA,"1999-12-30","Budapest","23",1.82,"Hungary","midfield - Central Midfield","left","EM Sports Consulting","Kecskem�ti TE","2021-07-22",NA,NA,NA,NA,NA,NA,"2022-10-11","https://www.transfermarkt.com/soma-szuhodovszki/profil/spieler/439341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tam�s Nikitscher",NA,"1999-11-03","Zalaegerszeg","23",1.9,"Hungary","midfield - Attacking Midfield","left","NB FA","Kecskem�ti TE","2023-01-24",NA,NA,NA,NA,NA,NA,"2022-06-07","https://www.transfermarkt.com/tamas-nikitscher/profil/spieler/633056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Szil�rd Szalai",NA,"2004-03-16",NA,"18",NA,"Hungary","midfield",NA,NA,"Kecskem�ti TE II","2022-07-14",NA,NA,NA,NA,NA,NA,NA,"https://www.transfermarkt.com/szilard-szalai/profil/spieler/1072701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Levente Szab�",NA,"1999-06-06","Sz�kesfeh�rv�r","23",1.95,"Hungary","Attack - Centre-Forward","right","FMF Hungary Kft","MOL Feh�rv�r FC","2020-01-01","2024-06-30",NA,NA,NA,NA,NA,"2022-10-11","https://www.transfermarkt.com/levente-szabo/profil/spieler/342989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uros Djuranovic","<U+0423><U+0440><U+043E><U+0448> <U+0402><U+0443><U+0440><U+0430><U+043D><U+043E><U+0432><U+0438><U+045B>","1994-02-01","Budva","29",1.84,"Montenegro","Attack - Centre-Forward","right",NA,"FK Kolubara Lazarevac","2023-02-06",NA,NA,NA,NA,NA,NA,"2022-06-26","https://www.transfermarkt.com/uros-djuranovic/profil/spieler/387052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barna T�th",NA,"1995-03-13","Budapest","27",1.98,"Hungary","Attack - Centre-Forward","right","CMGroup","Kecskem�ti TE","2021-07-22","2023-06-30",NA,NA,NA,NA,NA,"2022-06-07","https://www.transfermarkt.com/barna-toth/profil/spieler/423111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mil�n M�jer",NA,"1999-06-28","Budapest","23",1.79,"Hungary","Attack - Left Winger","left","Schultz Levente","Kecskem�ti TE","2023-02-09","2024-06-30",NA,NA,NA,NA,NA,"2021-10-11","https://www.transfermarkt.com/milan-majer/profil/spieler/204156","club option 1 year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M�rton Gr�czi","Gr�czi M�rton P�ter","2000-07-10","Szeged","22",1.75,"Hungary","Attack - Right Winger","right",NA,"Kecskem�ti TE","2022-08-26",NA,NA,NA,NA,NA,NA,"2022-06-07","https://www.transfermarkt.com/marton-greczi/profil/spieler/532852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zolt�n Bodor",NA,"2003-03-04",NA,"19",NA,"Hungary","Attack - Centre-Forward",NA,"NB FA","Kecskem�ti TE","2021-07-22",NA,NA,NA,NA,NA,NA,"2022-10-11","https://www.transfermarkt.com/zoltan-bodor/profil/spieler/914219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benj�min Gy�ri",NA,"2003-03-16",NA,"19",NA,"Hungary","Attack - Right Winger",NA,NA,"Kecskem�ti TE","2022-01-01",NA,NA,NA,NA,NA,NA,"2022-10-11","https://www.transfermarkt.com/benjamin-gy%C5%91ri/profil/spieler/942027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Philipp K�hn","Philipp Fran�ois K�hn","1998-04-02","Dinslaken","24",1.9,"Switzerland Germany","Goalkeeper","right","PRO Profil GmbH","Red Bull Salzburg","2018-07-06","2025-06-30","2021-08-23",NA,"http://www.instagram.com/philippkhn22/",4e+06,4e+06,"2022-11-10","https://www.transfermarkt.com/philipp-kohn/profil/spieler/251322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nico Mantl",NA,"2000-02-06","M�nchen","23",1.93,"Germany","Goalkeeper","right","ROOF","Aalborg BK","2023-01-01","2023-06-30",NA,NA,"http://www.instagram.com/mantlnc1/",1e+06,1500000,"2021-06-02","https://www.transfermarkt.com/nico-mantl/profil/spieler/349536",NA,NA,"Red Bull Salzburg","Jun 30, 2025",NA,NA,NA,NA,NA,NA,NA
"Adam Stejskal",NA,"2002-03-28","Brno","20",1.89,"Czech Republic","Goalkeeper","right","SPORT INVEST","Red Bull Salzburg","2022-07-01","2024-06-30",NA,NA,NA,NA,NA,"2021-05-26","https://www.transfermarkt.com/adam-stejskal/profil/spieler/552035",NA,NA,NA,NA,NA,NA,"FC Liefering (#1)",NA,NA,NA,NA
"Jonas Krumrey",NA,"2003-11-25","Prien am Chiemsee","19",1.93,"Germany","Goalkeeper","right","Relatives","Red Bull Salzburg","2023-01-01","2024-05-31","2021-06-01","Nike",NA,NA,NA,"2021-12-01","https://www.transfermarkt.com/jonas-krumrey/profil/spieler/531637",NA,NA,NA,NA,NA,NA,"FC Liefering (#34)",NA,NA,"Red Bull Salzburg UEFA U19 (#21)",NA
"Alexander Walke",NA,"1983-06-06","Oranienburg","39",1.89,"Germany","Goalkeeper","right","Relatives","Red Bull Salzburg","2010-07-07","2023-06-30","2022-05-13",NA,NA,NA,1500000,"2009-11-09","https://www.transfermarkt.com/alexander-walke/profil/spieler/1271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strahinja Pavlovic","<U+0421><U+0442><U+0440><U+0430><U+0445><U+0438><U+045A><U+0430> <U+041F><U+0430><U+0432><U+043B><U+043E><U+0432><U+0438><U+045B>","2001-05-24","�abac","21",1.94,"Serbia","Defender - Centre-Back","left","DSSV&Hat-trick","Red Bull Salzburg","2022-07-01","2027-06-30",NA,"Puma",NA,2e+07,2e+07,"2022-11-10","https://www.transfermarkt.com/strahinja-pavlovic/profil/spieler/574671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oumar Solet","Oumar Solet Bomawoko","2000-02-07","Melun","23",1.92,"France Central African Republic","Defender - Centre-Back","right","GG11","Red Bull Salzburg","2020-07-27","2025-06-30",NA,NA,"http://www.instagram.com/o.solet_18/",1.5e+07,1.5e+07,"2022-11-10","https://www.transfermarkt.com/oumar-solet/profil/spieler/463665",NA,NA,NA,NA,"http://twitter.com/OSOLET_",NA,NA,NA,NA,NA,NA
"Maximilian W�ber",NA,"1998-02-04","Wien","25",1.88,"Austria","Defender - Centre-Back","left","Forza Sports Group","Leeds United","2023-01-03","2027-06-30",NA,NA,"http://www.instagram.com/maxwober/",1.2e+07,1.2e+07,"2022-05-27","https://www.transfermarkt.com/maximilian-wober/profil/spieler/263361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amar Dedic","Amar Dedi�","2002-08-18","Zell am See","20",1.8,"Bosnia-Herzegovina","Defender - Right-Back","right","ROGON","Red Bull Salzburg","2020-08-01","2027-06-30","2023-01-11",NA,NA,1e+07,1e+07,"2022-11-10","https://www.transfermarkt.com/amar-dedic/profil/spieler/519184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kamil Piatkowski","Kamil Pi�tkowski","2000-06-21","Jas�o","22",1.91,"Poland","Defender - Centre-Back","right","ProSport Manager","KAA Gent","2023-01-17","2023-06-30",NA,"adidas","http://www.instagram.com/k_piatkowski_/",5e+06,5e+06,"2021-05-31","https://www.transfermarkt.com/kamil-piatkowski/profil/spieler/345449",NA,NA,"Red Bull Salzburg","Jun 30, 2026",NA,NA,NA,NA,NA,NA,NA
"J�r�me Ongu�n�","J�r�me Junior Ongu�n�","1997-12-22","Mbalmayo","25",1.87,"Cameroon France","Defender - Centre-Back","right","Niagara Sports Company","Red Bull Salzburg","2023-01-05","2023-06-30",NA,NA,"http://www.instagram.com/j_onguene20/",3500000,5e+06,"2019-12-16","https://www.transfermarkt.com/jerome-onguene/profil/spieler/272638",NA,NA,"Eintracht Frankfurt","Jun 30, 2027","http://twitter.com/Jong22_","http://www.facebook.com/JeromeOguene/",NA,NA,NA,NA,NA
"Ignace Van der Brempt",NA,"2002-04-01","Antwerpen","20",1.87,"Belgium","Defender - Right-Back","right","A-GROUP","Red Bull Salzburg","2022-01-31","2026-06-30",NA,NA,"http://www.instagram.com/ignacevanderbrempt/?hl=de",3e+06,3e+06,"2022-03-11","https://www.transfermarkt.com/ignace-van-der-brempt/profil/spieler/490423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bernardo",NA,"1995-05-14","Sao Paulo","27",1.86,"Brazil","Defender - Centre-Back","left","Link","Red Bull Salzburg","2021-07-02","2024-06-30",NA,NA,"http://www.instagram.com/bedasilva/",2500000,9e+06,"2018-08-13","https://www.transfermarkt.com/bernardo/profil/spieler/364258",NA,NA,NA,NA,NA,NA,NA,"Bernardo Fernandes da Silva Junior",NA,NA,NA
"Daouda Guindo",NA,"2002-10-14",NA,"20",1.83,"Mali","Defender - Left-Back","left","BLACKSKILL","Red Bull Salzburg","2021-01-04","2025-05-31",NA,NA,"http://www.instagram.com/daouda_guindo17/",1500000,1500000,"2021-12-16","https://www.transfermarkt.com/daouda-guindo/profil/spieler/671590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bryan Okoh","Bryan Ikemefuna Okoh","2003-05-16","Houston, Texas","19",1.88,"Switzerland United States","Defender - Centre-Back","left","Relatives","Red Bull Salzburg","2019-07-01","2025-06-30","2021-07-25",NA,"http://www.instagram.com/bryanokoh/",1e+06,1500000,"2021-12-16","https://www.transfermarkt.com/bryan-okoh/profil/spieler/539795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samson Baidoo",NA,"2004-03-31","Graz","18",1.87,"Austria","Defender - Centre-Back","right","HAGMAYR Sportmanagement","Red Bull Salzburg","2022-07-01","2027-06-30","2022-04-20",NA,NA,1e+06,1e+06,"2022-11-10","https://www.transfermarkt.com/samson-baidoo/profil/spieler/655217",NA,NA,NA,NA,NA,NA,"FC Liefering (#40)",NA,NA,"Red Bull Salzburg UEFA U19 (#33)",NA
"Andreas Ulmer",NA,"1985-10-30","Linz","37",1.75,"Austria","Defender - Left-Back","left",NA,"Red Bull Salzburg","2009-01-28","2023-06-30","2022-02-04",NA,"http://www.instagram.com/andreasulmer/",NA,1300000,"2014-06-20","https://www.transfermarkt.com/andreas-ulmer/profil/spieler/31196",NA,NA,NA,NA,"http://twitter.com/AndreasUlmer17","http://www.facebook.com/Ulmer.Andreas",NA,NA,NA,NA,NA
"Lukas Wallner",NA,"2003-04-26",NA,"19",NA,"Austria","Defender - Centre-Back","left","More than Sport GmbH","FC Liefering","2020-08-01","2025-06-30","2021-12-20",NA,NA,NA,NA,"2022-05-25","https://www.transfermarkt.com/lukas-wallner/profil/spieler/548026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nicolas Seiwald",NA,"2001-05-04","Kuchl","21",1.79,"Austria","midfield - Central Midfield","right","Sports360 GmbH","Red Bull Salzburg","2020-08-01","2026-06-30","2022-07-06",NA,"http://www.instagram.com/nicolasseiwald/",2e+07,2e+07,"2022-05-27","https://www.transfermarkt.com/nicolas-seiwald/profil/spieler/404950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luka Sucic","Luka Su�i�","2002-09-08","Linz","20",1.85,"Croatia","midfield - Attacking Midfield","left","Robert Schneider","Red Bull Salzburg","2020-08-01","2025-06-30","2021-08-06",NA,"http://www.instagram.com/luka_sucic/",2e+07,2e+07,"2022-05-27","https://www.transfermarkt.com/luka-sucic/profil/spieler/502722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maurits Kjaergaard","Maurits Kjargaard","2003-06-26","Herlev","19",1.92,"Denmark","midfield - Central Midfield","left","PEP Consulting","Red Bull Salzburg","2019-07-05","2026-06-30","2022-08-03",NA,"http://www.instagram.com/mauritskjaergaard/",1.5e+07,1.5e+07,"2022-11-10","https://www.transfermarkt.com/maurits-kjaergaard/profil/spieler/610405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lucas Gourna-Douath",NA,"2003-08-05","Villeneuve-Saint-Georges","19",1.85,"France Central African Republic","midfield - Defensive Midfield","right","Sport Cover","Red Bull Salzburg","2022-07-13","2027-06-30",NA,"Nike","http://www.instagram.com/l.gourna27/",1.2e+07,1.2e+07,"2021-04-09","https://www.transfermarkt.com/lucas-gourna-douath/profil/spieler/620313",NA,NA,NA,NA,"http://twitter.com/LGourna_off",NA,NA,NA,NA,NA,NA
"Nicol�s Capaldo","Nicol�s Capaldo Taboas","1998-09-14","Santa Rosa","24",1.77,"Argentina Italy","midfield - Central Midfield","right",NA,"Red Bull Salzburg","2021-07-01","2026-06-30",NA,NA,"http://www.instagram.com/nicocapaldo/",8e+06,8e+06,"2022-09-20","https://www.transfermarkt.com/nicolas-capaldo/profil/spieler/649672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oscar Gloukh","<U+05D0><U+05D5><U+05E1><U+05E7><U+05E8> <U+05D2><U+05DC><U+05D5><U+05DA>","2004-04-01","Rehovot","18",1.7,"Israel","midfield - Attacking Midfield","both","Shahar Greenberg Sports & Law","Red Bull Salzburg","2023-01-27","2027-06-30",NA,NA,NA,4500000,4500000,"2022-12-20","https://www.transfermarkt.com/oscar-gloukh/profil/spieler/930571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dijon Kameri",NA,"2004-04-20",NA,"18",1.81,"Austria Kosovo","midfield - Attacking Midfield","right","Key United","Red Bull Salzburg","2022-07-01","2026-06-30","2022-06-07","Puma",NA,4e+06,4e+06,"2022-09-20","https://www.transfermarkt.com/dijon-kameri/profil/spieler/629005",NA,NA,NA,NA,NA,NA,"FC Liefering (#11)",NA,NA,"Red Bull Salzburg UEFA U19 (#11)",NA
"Antoine Bernede","Antoine Joseph Emmanuel Bernede","1999-05-26","Paris","23",1.78,"France Cameroon","midfield - Central Midfield","left",NA,"FC Lausanne-Sport","2023-01-09","2023-06-30",NA,NA,"http://www.instagram.com/antoine_bernede/",2e+06,6e+06,"2019-12-16","https://www.transfermarkt.com/antoine-bernede/profil/spieler/395512","Option to buy",NA,"Red Bull Salzburg","Jun 30, 2024",NA,NA,NA,NA,NA,NA,NA
"Mamady Diambou",NA,"2002-11-11","Bamako","20",1.76,"Mali","midfield - Defensive Midfield","right","BLACKSKILL","FC Luzern","2023-01-04","2023-06-30",NA,NA,"http://www.instagram.com/mamadydiambou6/",2e+06,2e+06,"2021-12-16","https://www.transfermarkt.com/mamady-diambou/profil/spieler/671593",NA,NA,"Red Bull Salzburg","May 31, 2025",NA,NA,NA,NA,NA,NA,NA
"Amankwah Forson",NA,"2002-12-31",NA,"20",1.73,"Ghana","midfield - Attacking Midfield","left","HAGMAYR Sportmanagement","Red Bull Salzburg","2021-02-07","2025-05-31",NA,"Puma","http://www.instagram.com/forsonamankwah/",1200000,1200000,"2022-11-10","https://www.transfermarkt.com/amankwah-forson/profil/spieler/650944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Youba Diarra","Hamacir� Youba Diarra","1998-03-24","Bamako","24",1.78,"Mali","midfield - Central Midfield","right","12 MANagement","C�diz CF","2023-01-01","2027-06-30",NA,NA,NA,1e+06,1e+06,"2018-10-25","https://www.transfermarkt.com/youba-diarra/profil/spieler/564451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lawrence Agyekum",NA,"2003-11-23",NA,"19",1.74,"Ghana","midfield - Central Midfield","right","Kick&Run","Red Bull Salzburg","2022-02-07","2026-06-30",NA,NA,NA,1e+06,1e+06,"2022-11-17","https://www.transfermarkt.com/lawrence-agyekum/profil/spieler/733410",NA,NA,NA,NA,NA,NA,"FC Liefering (#16)",NA,NA,NA,NA
"Samson Tijani","Samson Okikiola Tijani","2002-05-17","Enugu","20",1.75,"Nigeria","midfield - Defensive Midfield","right","Gol International","Red Bull Salzburg","2020-07-27","2025-05-31",NA,NA,"http://www.instagram.com/tijani_samson4/",1e+06,1500000,"2022-03-11","https://www.transfermarkt.com/samson-tijani/profil/spieler/666613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Justin Omoregie",NA,"2003-09-21",NA,"19",1.91,"Austria","midfield - Central Midfield","left","MLG Sports Consulting","Red Bull Salzburg","2022-07-01","2027-06-30",NA,"adidas",NA,NA,NA,"2022-05-25","https://www.transfermarkt.com/justin-omoregie/profil/spieler/581880",NA,NA,NA,NA,NA,NA,"FC Liefering (#36)",NA,NA,NA,NA
"Noah Okafor","Noah Arinze Okafor","2000-05-24","Binningen","22",1.85,"Switzerland Nigeria","Attack - Centre-Forward","right","LITCHI AG","Red Bull Salzburg","2020-01-31","2024-06-30",NA,NA,"http://www.instagram.com/noah.arinze/",2.5e+07,2.5e+07,"2022-11-10","https://www.transfermarkt.com/noah-okafor/profil/spieler/346890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benjamin Sesko","Benjamin �e�ko","2003-05-31","Rade�e","19",1.95,"Slovenia","Attack - Centre-Forward","right","PRO TRANSFER","Red Bull Salzburg","2019-07-01","2026-06-30","2021-07-12",NA,"http://www.instagram.com/benjaminsesko/",2e+07,2e+07,"2022-09-20","https://www.transfermarkt.com/benjamin-sesko/profil/spieler/627442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fernando",NA,"1999-03-01","Belo Horizonte","23",1.76,"Brazil","Attack - Centre-Forward","right","Un1que Football","Red Bull Salzburg","2022-07-01","2027-06-30",NA,NA,"http://www.instagram.com/fernandosantos_99/",1e+07,1e+07,"2022-09-20","https://www.transfermarkt.com/fernando/profil/spieler/550495",NA,NA,NA,NA,NA,NA,NA,"Fernando dos Santos Pedro",NA,NA,NA
"Junior Adamu","Chukwubuike Junior Adamu","2001-06-06","Kano","21",1.83,"Austria","Attack - Centre-Forward","right","CAA Stellar","Red Bull Salzburg","2020-08-01","2025-06-30","2020-10-10",NA,"http://www.instagram.com/jr.adamu/?hl=de",8e+06,8e+06,"2022-11-10","https://www.transfermarkt.com/junior-adamu/profil/spieler/452477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sekou Koita","S�kou Koita","1999-11-28","Kita","23",1.73,"Mali","Attack - Centre-Forward","left","DW Sports Management","Red Bull Salzburg","2019-07-01","2024-06-30","2019-12-18",NA,"http://www.instagram.com/koita20/",6e+06,12500000,"2020-12-21","https://www.transfermarkt.com/sekou-koita/profil/spieler/402010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roko Simic","Roko �imi�","2003-09-10","Milano","19",1.9,"Croatia","Attack - Centre-Forward","right","Soccertalk GmbH","FC Z�rich","2023-01-05","2023-06-30",NA,NA,"http://www.instagram.com/simic_roko/",5e+06,5e+06,"2022-05-25","https://www.transfermarkt.com/roko-simic/profil/spieler/658693",NA,NA,"Red Bull Salzburg","Jun 30, 2025",NA,NA,NA,NA,NA,NA,NA
"Karim Konat�",NA,"2004-03-21","Koumassi","18",1.78,"Cote d'Ivoire","Attack - Centre-Forward","right","VV Consulting","Red Bull Salzburg","2022-07-01","2027-06-30",NA,NA,NA,4e+06,4e+06,"2022-11-17","https://www.transfermarkt.com/karim-konate/profil/spieler/847278",NA,NA,NA,NA,NA,NA,"FC Liefering (#17)",NA,NA,"Red Bull Salzburg UEFA U19 (#17)",NA
"Arthur Okonkwo",NA,"2001-09-09","London","21",1.98,"England Nigeria","Goalkeeper","right","ARET�","SK Sturm Graz","2023-01-16","2023-06-30",NA,NA,"http://www.instagram.com/_arthurokonkwo/",1500000,1500000,"2022-06-15","https://www.transfermarkt.com/arthur-okonkwo/profil/spieler/503769",NA,NA,"Arsenal FC U21","Jun 30, 2024","http://twitter.com/arthurokonkwo_",NA,NA,NA,NA,NA,NA
"J�rg Siebenhandl",NA,"1990-01-18","Wien","33",1.83,"Austria","Goalkeeper","left","B O K S","SK Sturm Graz","2017-07-01","2023-06-30","2020-05-30","Puma",NA,NA,1500000,"2018-06-14","https://www.transfermarkt.com/jorg-siebenhandl/profil/spieler/59009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luka Maric","Luka Mari�","2002-07-19",NA,"20",1.84,"Austria Croatia","Goalkeeper","right","More than Sport GmbH","SK Sturm Graz","2020-11-12","2023-06-30","2020-11-12",NA,NA,NA,NA,"2022-11-17","https://www.transfermarkt.com/luka-maric/profil/spieler/432859",NA,NA,NA,NA,NA,NA,"SK Sturm Graz II (#31)",NA,NA,NA,NA
"Tobias Sch�tzenauer",NA,"1997-05-19","Graz","25",1.83,"Austria","Goalkeeper","both","CONNEXION","SK Sturm Graz","2014-07-01","2023-06-30","2022-05-17",NA,NA,NA,NA,"2021-06-02","https://www.transfermarkt.com/tobias-schutzenauer/profil/spieler/243237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Christopher Giuliani",NA,"1999-05-07","Graz","23",1.87,"Austria","Goalkeeper","left","HAGMAYR Sportmanagement","SV Kapfenberg","2023-01-18","2023-06-30",NA,"Puma",NA,NA,NA,"2021-12-01","https://www.transfermarkt.com/christopher-giuliani/profil/spieler/307590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gregory W�thrich","Gregory Kwesi W�thrich","1994-12-04","Bern","28",1.92,"Switzerland Ghana","Defender - Centre-Back","right","ESHA","SK Sturm Graz","2020-08-07","2025-06-30","2022-11-14",NA,"http://www.instagram.com/gregorykwesi/",3e+06,3e+06,"2022-11-10","https://www.transfermarkt.com/gregory-wuthrich/profil/spieler/203125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"David Affengruber",NA,"2001-03-19","Scheibbs","21",1.85,"Austria","Defender - Centre-Back","right","SBE Management AG","SK Sturm Graz","2021-07-01","2024-06-30",NA,NA,"http://www.instagram.com/davidaffengruber/",3e+06,3e+06,"2022-11-10","https://www.transfermarkt.com/david-affengruber/profil/spieler/452483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jusuf Gazibegovic","Jusuf Gazibegovi�","2000-03-11","Salzburg","22",1.74,"Bosnia-Herzegovina","Defender - Right-Back","both",NA,"SK Sturm Graz","2020-09-30","2026-06-30","2022-12-08",NA,"http://www.instagram.com/jusko_22/",2500000,2500000,"2022-11-10","https://www.transfermarkt.com/jusuf-gazibegovic/profil/spieler/393745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amadou Dante",NA,"2000-10-07",NA,"22",1.79,"Mali","Defender - Left-Back","left","GROW","SK Sturm Graz","2019-09-01","2026-06-30","2022-12-19",NA,NA,2500000,2500000,"2021-06-02","https://www.transfermarkt.com/amadou-dante/profil/spieler/649087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"David Schnegg",NA,"1998-09-29","Mils bei Imst","24",1.85,"Austria","Defender - Left-Back","left","CONNEXION","SK Sturm Graz","2022-07-01","2026-06-30",NA,NA,NA,NA,NA,"2021-03-24","https://www.transfermarkt.com/david-schnegg/profil/spieler/378260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alexandar Borkovic","Alexandar Borkovi�","1999-06-11","Wien","23",1.84,"Austria","Defender - Centre-Back","left","ROGON","SK Sturm Graz","2021-08-30","2023-06-30",NA,NA,"http://www.instagram.com/borko.alex/",NA,NA,"2020-07-22","https://www.transfermarkt.com/alexandar-borkovic/profil/spieler/321050","Option to buy",NA,"TSG 1899 Hoffenheim II","-",NA,NA,NA,NA,NA,NA,NA
"Niklas Geyrhofer",NA,"2000-02-11",NA,"23",1.88,"Austria","Defender - Centre-Back","right","YOU FIRST","SK Sturm Graz","2020-01-01","2024-06-30","2022-04-22","Puma",NA,NA,NA,"2021-12-16","https://www.transfermarkt.com/niklas-geyrhofer/profil/spieler/394008","Option for a further year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominik Oroz","Alois Dominik Oroz","2000-10-29","Wien","22",1.92,"Croatia Austria","Defender - Centre-Back","right","CAA Stellar","Vitesse Arnhem","2021-01-05","2024-06-30","2022-07-06",NA,NA,NA,NA,"2022-06-08","https://www.transfermarkt.com/dominik-oroz/profil/spieler/353559","club option 1 year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sandro Ingolitsch",NA,"1997-04-18","Schwarzach im Pongau","25",1.79,"Austria","Defender - Right-Back","right","HAGMAYR Sportmanagement","SK Sturm Graz","2020-08-05","2023-06-30",NA,"Puma","http://www.instagram.com/sandroingolitsch/",NA,1e+06,"2020-12-21","https://www.transfermarkt.com/sandro-ingolitsch/profil/spieler/286627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samuel St�ckler",NA,"2001-02-14",NA,"21",1.78,"Austria","Defender - Right-Back",NA,"Selection Fussballconsulting","SK Sturm Graz","2021-01-01",NA,"2021-04-12",NA,NA,NA,NA,"2022-11-17","https://www.transfermarkt.com/samuel-stuckler/profil/spieler/404935",NA,NA,NA,NA,NA,NA,"SK Sturm Graz II (#21)",NA,NA,NA,NA
